,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
7021,800208,587GOI2022,587GOI2022,,-1.0,10,,BSE,5.0
7022,959324,745MMFS24,745MMFS24,,-1.0,1,,BSE,1.0
7023,541233,LEMONTREE,LEMONTREE,,-1.0,1,,BSE,5.0
7024,957978,EFCLB2H81A,EFCLB2H81A,,-1.0,10,,BSE,1.0
7025,957332,935DMTCL32A,935DMTCL32A,,-1.0,1,,BSE,1.0
7026,512070,UPL,UPL,,-1.0,1,,BSE,5.0
7027,507474,KFBL,KFBL,,-1.0,1,,BSE,5.0
7028,956531,752NHPC23,752NHPC23,,-1.0,1,,BSE,1.0
7029,538863,AMARNATH,AMARNATH,,-1.0,1,,BSE,1.0
7030,500012,ANDHRAPET,ANDHRAPET,,-1.0,1,,BSE,5.0
7031,720185,CTPL05221,CTPL05221,,-1.0,1,,BSE,1.0
7032,959974,774SBIPER,774SBIPER,,-1.0,1,,BSE,1.0
7033,522215,HLEGLAS,HLEGLAS,,-1.0,1,,BSE,5.0
7034,541138,D39MS224RG,D39MS224RG,,-1.0,1,,BSE,1.0
7035,958873,MOHFL21B,MOHFL21B,,-1.0,1,,BSE,1.0
7036,542450,IPRU9483,IPRU9483,,-1.0,1,,BSE,1.0
7037,958851,780NHAI29,780NHAI29,,-1.0,1,,BSE,1.0
7038,720551,IIFLW08AP21,IIFLW08AP21,,-1.0,1,,BSE,1.0
7039,590107,KOTAKPSUBK,KOTAKPSUBK,,-1.0,1,,BSE,1.0
7040,532805,REDINGTON,REDINGTON,,-1.0,1,,BSE,5.0
7041,958011,930IIL24,930IIL24,,-1.0,1,,BSE,1.0
7042,538610,UNISON,UNISON,,-1.0,1,,BSE,5.0
7043,958790,EEL24MAY19,EEL24MAY19,,-1.0,10,,BSE,1.0
7044,720328,MFL1321,MFL1321,,-1.0,1,,BSE,1.0
7045,512634,SAVERA,SAVERA,,-1.0,1,,BSE,5.0
7046,958494,12BRPL23C,12BRPL23C,,-1.0,1000000,,BSE,1.0
7047,956768,815SBIPER,815SBIPER,,-1.0,1,,BSE,1.0
7048,957134,84MBEL29,84MBEL29,,-1.0,1,,BSE,1.0
7049,955149,920AHFL21,920AHFL21,,-1.0,1,,BSE,1.0
7050,961904,737NTPC35C,737NTPC35C,,-1.0,1,,BSE,1.0
7051,543031,UTCRFS1DFP,UTCRFS1DFP,,-1.0,1,,BSE,1.0
7052,541222,IPRU9275,IPRU9275,,-1.0,1,,BSE,1.0
7053,936524,889LTFL24,889LTFL24,,-1.0,1,,BSE,1.0
7054,542579,AGOL,AGOL,,-1.0,1600,,BSE,5.0
7055,543130,UTMTFS2RQP,UTMTFS2RQP,,-1.0,1,,BSE,1.0
7056,954622,106STFCL24,106STFCL24,,-1.0,1,,BSE,1.0
7057,531033,REGAL,REGAL,,-1.0,1,,BSE,1.0
7058,949370,935RHFL2023,935RHFL2023,,-1.0,1,,BSE,1.0
7059,542843,NIEHSPG,NIEHSPG,,-1.0,1,,BSE,1.0
7060,542991,UTMTFS1DQR,UTMTFS1DQR,,-1.0,1,,BSE,1.0
7061,541727,IDFCEOS6DG,IDFCEOS6DG,,-1.0,1,,BSE,1.0
7062,542723,SCPOFA4GD,SCPOFA4GD,,-1.0,1,,BSE,1.0
7063,958949,EFI26AUG19A,EFI26AUG19A,,-1.0,10,,BSE,1.0
7064,959942,725BFL30,725BFL30,,-1.0,1,,BSE,1.0
7065,953250,960AHFL26,960AHFL26,,-1.0,1,,BSE,1.0
7066,960317,508HFSL23,508HFSL23,,-1.0,1,,BSE,1.0
7067,524606,BERLDRG,BERLDRG,,-1.0,1,,BSE,1.0
7068,973079,8BOM31A,8BOM31A,,-1.0,10,,BSE,1.0
7069,512063,AYOME,AYOME,,-1.0,50,,BSE,5.0
7070,972549,DTL020310H,DTL020310H,,-1.0,1,,BSE,1.0
7071,973022,1012EKF23,1012EKF23,,-1.0,2,,BSE,1.0
7072,959560,885WEL23A,885WEL23A,,-1.0,1,,BSE,1.0
7073,960496,52264KMP22,52264KMP22,,-1.0,1,,BSE,1.0
7074,720527,JBCPL31321,JBCPL31321,,-1.0,1,,BSE,1.0
7075,720484,SAVIPL23321,SAVIPL23321,,-1.0,1,,BSE,1.0
7076,501455,GREAVESCOT,GREAVESCOT,,-1.0,1,,BSE,5.0
7077,950193,1008IOT22C,1008IOT22C,,-1.0,10,,BSE,1.0
7078,541786,H1141D42DD,H1141D42DD,,-1.0,1,,BSE,1.0
7079,961748,722REC22TF,722REC22TF,,-1.0,1,,BSE,1.0
7080,957327,935DMTCL31,935DMTCL31,,-1.0,1,,BSE,1.0
7081,973078,975HLFL26A,975HLFL26A,,-1.0,1,,BSE,1.0
7082,936532,898LTFL29,898LTFL29,,-1.0,1,,BSE,1.0
7083,524500,KILITCH,KILITCH,,-1.0,1,,BSE,5.0
7084,951244,824MTNL24A,824MTNL24A,,-1.0,1,,BSE,1.0
7085,541962,T56AD,T56AD,,-1.0,1,,BSE,1.0
7086,542208,NXXXX3Z,NXXXX3Z,,-1.0,1,,BSE,1.0
7087,539494,SMARTFIN,SMARTFIN,,-1.0,1,,BSE,5.0
7088,533320,JUBLINDS,JUBLINDS,,-1.0,1,,BSE,5.0
7089,535429,RFHXXIII8G,RFHXXIII8G,,-1.0,1,,BSE,1.0
7090,523586,INDTONER,INDTONER,,-1.0,1,,BSE,5.0
7091,537459,NFXXV18DG,NFXXV18DG,,-1.0,1,,BSE,1.0
7092,955502,1030MFL22,1030MFL22,,-1.0,1,,BSE,1.0
7093,500002,ABB,ABB,,-1.0,1,,BSE,5.0
7094,542553,IPRU3316,IPRU3316,,-1.0,1,,BSE,1.0
7095,954576,890ILFSL26,890ILFSL26,,-1.0,1000,,BSE,1.0
7096,961810,891NTPC33,891NTPC33,,-1.0,1,,BSE,1.0
7097,953907,910MRHFL26B,910MRHFL26B,,-1.0,1,,BSE,1.0
7098,541722,KTKFMP237RG,KTKFMP237RG,,-1.0,1,,BSE,1.0
7099,541953,H1381D42RG,H1381D42RG,,-1.0,1,,BSE,1.0
7100,955336,9RHFL26B,9RHFL26B,,-1.0,2,,BSE,1.0
7101,541304,INDOUS,INDOUS,,-1.0,1250,,BSE,5.0
7102,542876,ABDBSPDDP,ABDBSPDDP,,-1.0,1,,BSE,1.0
7103,531719,BHAGCHEM,BHAGCHEM,,-1.0,1,,BSE,5.0
7104,535602,SHARDA,SHARDA,,-1.0,1,,BSE,5.0
7105,537941,NFXXVI01DD,NFXXVI01DD,,-1.0,1,,BSE,1.0
7106,957324,935DMTCL30A,935DMTCL30A,,-1.0,1,,BSE,1.0
7107,506854,TANFACIND,TANFACIND,,-1.0,1,,BSE,5.0
7108,530589,PRIMAPLA,PRIMAPLA,,-1.0,1,,BSE,5.0
7109,541623,NXXXVIII3D,NXXXVIII3D,,-1.0,1,,BSE,1.0
7110,543158,10DPD,10DPD,,-1.0,1,,BSE,1.0
7111,533418,KTKFMP46D,KTKFMP46D,,-1.0,1,,BSE,1.0
7112,937465,MFLIV24D,MFLIV24D,,-1.0,1,,BSE,1.0
7113,526847,ASHSI,ASHSI,,-1.0,1,,BSE,1.0
7114,538789,BUDGE BUDGE,BUDGE BUDGE,,-1.0,1,,BSE,1.0
7115,959689,975EKFL21,975EKFL21,,-1.0,1,,BSE,1.0
7116,800324,SGBJULY28,SGBJULY28,,-1.0,1,,BSE,1.0
7117,542126,IPRU9433,IPRU9433,,-1.0,1,,BSE,1.0
7118,543048,UTDBFS1RQR,UTDBFS1RQR,,-1.0,1,,BSE,1.0
7119,937119,975MMFL22A,975MMFL22A,,-1.0,1,,BSE,1.0
7120,810700,722KARSDL38,722KARSDL38,,-1.0,10,,BSE,5.0
7121,500260,RAMCOCEM,RAMCOCEM,,-1.0,1,,BSE,5.0
7122,541237,H1177D39DD,H1177D39DD,,-1.0,1,,BSE,1.0
7123,961833,855IREDA29,855IREDA29,,-1.0,1,,BSE,1.0
7124,960403,645REC31,645REC31,,-1.0,1,,BSE,1.0
7125,951960,1010MHF22,1010MHF22,,-1.0,1,,BSE,1.0
7126,935840,925DHFL23B,925DHFL23B,,-1.0,1,,BSE,1.0
7127,715018,1646ILFS22C,1646ILFS22C,,-1.0,1,,BSE,1.0
7128,542263,IPRU3259,IPRU3259,,-1.0,1,,BSE,1.0
7129,514240,KUSHIND,KUSHIND,,-1.0,1,,BSE,1.0
7130,952100,965JKCL25,965JKCL25,,-1.0,1,,BSE,1.0
7131,959090,84LTFL21,84LTFL21,,-1.0,1,,BSE,1.0
7132,937241,0KLM26,0KLM26,,-1.0,1,,BSE,1.0
7133,937131,95JFPL22,95JFPL22,,-1.0,1,,BSE,1.0
7134,959424,692RECL23,692RECL23,,-1.0,1,,BSE,1.0
7135,542423,AXISWKHDD,AXISWKHDD,,-1.0,1,,BSE,1.0
7136,800235,FRBGOI2016,FRBGOI2016,,-1.0,10,,BSE,5.0
7137,810588,805TN2028,805TN2028,,-1.0,10,,BSE,5.0
7138,953755,872LTIDFL26,872LTIDFL26,,-1.0,1,,BSE,1.0
7139,530571,EXPLICITFIN,EXPLICITFIN,,-1.0,1,,BSE,1.0
7140,959241,1250AFI23,1250AFI23,,-1.0,10,,BSE,1.0
7141,950733,793PGC2023,793PGC2023,,-1.0,1,,BSE,1.0
7142,955219,985SEFL26,985SEFL26,,-1.0,1,,BSE,1.0
7143,440098,860GOI2-ML-FL,860GOI2-ML-FL,,-1.0,500000,,BSE,25.0
7144,973191,575IIL23,575IIL23,,-1.0,1,,BSE,1.0
7145,800197,605GOI2019,605GOI2019,,-1.0,10,,BSE,25.0
7146,530829,CILSEC,CILSEC,,-1.0,1,,BSE,1.0
7147,949553,11JKCL2023B,11JKCL2023B,,-1.0,1,,BSE,1.0
7148,959853,115CII23,115CII23,,-1.0,1,,BSE,1.0
7149,958466,866HDFCL28,866HDFCL28,,-1.0,1,,BSE,1.0
7150,960009,950NACL22,950NACL22,,-1.0,1,,BSE,1.0
7151,720677,RJIL7MAY21,RJIL7MAY21,,-1.0,1,,BSE,1.0
7152,537392,TAAZAINT,TAAZAINT,,-1.0,1,,BSE,1.0
7153,541671,KTKFMP234DG,KTKFMP234DG,,-1.0,1,,BSE,1.0
7154,959677,11723UHFP23,11723UHFP23,,-1.0,1,,BSE,1.0
7155,540376,DMART,DMART,,-1.0,1,,BSE,5.0
7156,532439,OLECTRA,OLECTRA,,-1.0,1,,BSE,5.0
7157,543214,NDRAUTO,NDRAUTO,,-1.0,1,,BSE,5.0
7158,524598,AKSCHEM,AKSCHEM,,-1.0,1,,BSE,5.0
7159,542075,H1344D43RD,H1344D43RD,,-1.0,1,,BSE,1.0
7160,954970,1430FFPL22,1430FFPL22,,-1.0,10,,BSE,1.0
7161,530899,ASIAPAK,ASIAPAK,,-1.0,1,,BSE,5.0
7162,542103,NXXXIX14G,NXXXIX14G,,-1.0,1,,BSE,1.0
7163,959247,688RECL25,688RECL25,,-1.0,1,,BSE,1.0
7164,959561,725APSEZ23,725APSEZ23,,-1.0,1,,BSE,1.0
7165,958450,IWFL071218,IWFL071218,,-1.0,10,,BSE,1.0
7166,955866,1045SEFL24,1045SEFL24,,-1.0,1,,BSE,1.0
7167,955282,784ABL26,784ABL26,,-1.0,1,,BSE,1.0
7168,958409,956SBIPERP,956SBIPERP,,-1.0,1,,BSE,1.0
7169,959200,757HFSL23,757HFSL23,,-1.0,1,,BSE,1.0
7170,502460,SOLIDCO,SOLIDCO,,-1.0,1,,BSE,5.0
7171,810659,649MAHSDL31,649MAHSDL31,,-1.0,10,,BSE,5.0
7172,720434,JBC16MAR21,JBC16MAR21,,-1.0,1,,BSE,1.0
7173,948641,KMPL2164,KMPL2164,,-1.0,1,,BSE,1.0
7174,959774,736JKCL24,736JKCL24,,-1.0,1,,BSE,1.0
7175,960256,685IRFCL40,685IRFCL40,,-1.0,1,,BSE,1.0
7176,521036,SOURCEIND,SOURCEIND,,-1.0,1,,BSE,1.0
7177,531819,NUWAY,NUWAY,,-1.0,1,,BSE,1.0
7178,937489,0KFL28A,0KFL28A,,-1.0,1,,BSE,1.0
7179,936370,MFL29NOV18B,MFL29NOV18B,,-1.0,1,,BSE,1.0
7180,539141,UFO,UFO,,-1.0,1,,BSE,5.0
7181,936604,935SCUF24,935SCUF24,,-1.0,1,,BSE,1.0
7182,948494,1020RCL22A,1020RCL22A,,-1.0,1,,BSE,1.0
7183,936770,0KFL22BB,0KFL22BB,,-1.0,1,,BSE,1.0
7184,936951,0MHFL22,0MHFL22,,-1.0,1,,BSE,1.0
7185,539506,ADCON,ADCON,,-1.0,1,,BSE,1.0
7186,937161,10MVAFL25,10MVAFL25,,-1.0,1,,BSE,1.0
