,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
19551,67640,AUROPHARMA27MAY21790CE,AUROPHARMA,27MAY2021,79000.0,650,OPTSTK,NFO,5.0
19552,81241,EICHERMOT24JUN211750PE,EICHERMOT,24JUN2021,175000.0,350,OPTSTK,NFO,5.0
19553,56110,AMBUJACEM24JUN21340PE,AMBUJACEM,24JUN2021,34000.0,3000,OPTSTK,NFO,5.0
19554,78545,IGL29JUL21660CE,IGL,29JUL2021,66000.0,1375,OPTSTK,NFO,5.0
19555,103881,NESTLEIND29JUL2116700PE,NESTLEIND,29JUL2021,1670000.0,50,OPTSTK,NFO,5.0
19556,95599,MCDOWELL-N24JUN21555CE,MCDOWELL-N,24JUN2021,55500.0,1250,OPTSTK,NFO,5.0
19557,65745,BEL24JUN21172.5CE,BEL,24JUN2021,17250.0,3800,OPTSTK,NFO,5.0
19558,94960,M&MFIN24JUN21255PE,M&MFIN,24JUN2021,25500.0,4000,OPTSTK,NFO,5.0
19559,128250,VOLTAS29JUL21740PE,VOLTAS,29JUL2021,74000.0,500,OPTSTK,NFO,5.0
19560,56052,AMBUJACEM24JUN21270CE,AMBUJACEM,24JUN2021,27000.0,3000,OPTSTK,NFO,5.0
19561,35258,AUROPHARMA24JUN211190CE,AUROPHARMA,24JUN2021,119000.0,650,OPTSTK,NFO,5.0
19562,101273,LUPIN29JUL21780CE,LUPIN,29JUL2021,78000.0,850,OPTSTK,NFO,5.0
19563,61635,PFC27MAY21FUT,PFC,27MAY2021,-1.0,6200,FUTSTK,NFO,5.0
19564,101091,LTI29JUL214700CE,LTI,29JUL2021,470000.0,150,OPTSTK,NFO,5.0
19565,108766,TATACONSUM29JUL21600CE,TATACONSUM,29JUL2021,60000.0,1350,OPTSTK,NFO,5.0
19566,64970,GLENMARK29JUL21455PE,GLENMARK,29JUL2021,45500.0,1150,OPTSTK,NFO,5.0
19567,92609,INDIGO24JUN211340CE,INDIGO,24JUN2021,134000.0,500,OPTSTK,NFO,5.0
19568,126416,TORNTPHARM27MAY212480CE,TORNTPHARM,27MAY2021,248000.0,250,OPTSTK,NFO,5.0
19569,56915,BAJAJ-AUTO29JUL212750CE,BAJAJ-AUTO,29JUL2021,275000.0,250,OPTSTK,NFO,5.0
19570,61128,BAJAJ-AUTO24JUN213300PE,BAJAJ-AUTO,24JUN2021,330000.0,250,OPTSTK,NFO,5.0
19571,124973,SUNTV24JUN21510PE,SUNTV,24JUN2021,51000.0,1500,OPTSTK,NFO,5.0
19572,99824,PETRONET24JUN21245CE,PETRONET,24JUN2021,24500.0,3000,OPTSTK,NFO,5.0
19573,47381,FINNIFTY10JUN2116000PE,FINNIFTY,10JUN2021,1600000.0,40,OPTIDX,NFO,5.0
19574,63042,DRREDDY29JUL213850PE,DRREDDY,29JUL2021,385000.0,125,OPTSTK,NFO,5.0
19575,56136,AMBUJACEM24JUN21380CE,AMBUJACEM,24JUN2021,38000.0,3000,OPTSTK,NFO,5.0
19576,63746,BANDHANBNK24JUN21285CE,BANDHANBNK,24JUN2021,28500.0,1800,OPTSTK,NFO,5.0
19577,53677,FINNIFTY29JUL2113500CE,FINNIFTY,29JUL2021,1350000.0,40,OPTIDX,NFO,5.0
19578,94427,LT24JUN211620CE,LT,24JUN2021,162000.0,575,OPTSTK,NFO,5.0
19579,123198,ULTRACEMCO27MAY216950PE,ULTRACEMCO,27MAY2021,695000.0,100,OPTSTK,NFO,5.0
19580,107224,RBLBANK24JUN21235CE,RBLBANK,24JUN2021,23500.0,2900,OPTSTK,NFO,5.0
19581,87162,HCLTECH27MAY21640CE,HCLTECH,27MAY2021,64000.0,700,OPTSTK,NFO,5.0
19582,124200,SBIN27MAY21465CE,SBIN,27MAY2021,46500.0,1500,OPTSTK,NFO,5.0
19583,55834,ASHOKLEY29JUL21120PE,ASHOKLEY,29JUL2021,12000.0,4500,OPTSTK,NFO,5.0
19584,107341,MARICO27MAY21410PE,MARICO,27MAY2021,41000.0,2000,OPTSTK,NFO,5.0
19585,121428,SUNPHARMA27MAY21640PE,SUNPHARMA,27MAY2021,64000.0,1400,OPTSTK,NFO,5.0
19586,74031,COFORGE27MAY212900PE,COFORGE,27MAY2021,290000.0,375,OPTSTK,NFO,5.0
19587,43178,BANKNIFTY15JUL2129800CE,BANKNIFTY,15JUL2021,2980000.0,25,OPTIDX,NFO,5.0
19588,51095,FINNIFTY17JUN2113900PE,FINNIFTY,17JUN2021,1390000.0,40,OPTIDX,NFO,5.0
19589,84798,ESCORTS27MAY211600PE,ESCORTS,27MAY2021,160000.0,550,OPTSTK,NFO,5.0
19590,49395,BANKNIFTY24JUN2131100PE,BANKNIFTY,24JUN2021,3110000.0,25,OPTIDX,NFO,5.0
19591,100706,L&TFH29JUL2187.5CE,L&TFH,29JUL2021,8750.0,8924,OPTSTK,NFO,5.0
19592,126761,TORNTPOWER24JUN21510PE,TORNTPOWER,24JUN2021,51000.0,1500,OPTSTK,NFO,5.0
19593,93155,IOC24JUN2185CE,IOC,24JUN2021,8500.0,6500,OPTSTK,NFO,5.0
19594,92659,INDIGO24JUN211840CE,INDIGO,24JUN2021,184000.0,500,OPTSTK,NFO,5.0
19595,104466,NTPC29JUL21100CE,NTPC,29JUL2021,10000.0,5700,OPTSTK,NFO,5.0
19596,62000,BAJAJFINSV24JUN2110200PE,BAJAJFINSV,24JUN2021,1020000.0,125,OPTSTK,NFO,5.0
19597,61337,DABUR27MAY21FUT,DABUR,27MAY2021,-1.0,1250,FUTSTK,NFO,5.0
